D.Va,Tracer,Zenyatta,Roadhog,Zarya,Mercy,McCree,Genji,Ana,Junkrat,Widowmaker,Orisa,Soldier: 76,Doomfist,Reaper,Reinhardt,Torbjörn,Pharah,Winston,Moira,Sombra,Lúcio,Hanzo,Mei,Bastion,Symmetra,hours,rank
0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,11:6,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4098
1:0,0:0,2:1,1:1,1:0,0:0,0:0,0:0,2:2,0:0,0:1,1:0,0:0,0:0,0:0,1:4,0:0,0:0,4:1,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4098
0:0,0:0,7:5,0:0,0:0,0:2,0:0,0:0,9:2,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,2:1,0:0,0:0,2:1,0:0,0:0,0:0,0:0,Updated : 19 Hours Ago,4098
0:0,0:0,0:0,0:0,0:0,0:0,3:6,3:2,0:0,0:0,0:0,0:0,0:0,0:2,8:4,0:0,0:1,0:0,0:0,0:0,0:0,0:0,4:5,0:0,0:0,0:0,Updated : 15 Hours Ago,4098
0:0,0:0,0:1,0:0,0:0,26:12,0:1,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4098
2:1,1:4,2:2,6:3,0:0,1:0,1:2,3:2,1:2,1:0,4:2,1:0,1:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 134 Hours Ago,4098
0:0,10:5,2:1,1:1,0:0,8:4,12:10,1:1,0:1,0:1,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 13 Hours Ago,4098
1:2,0:1,1:5,2:2,5:2,3:0,0:1,3:2,3:7,0:0,0:0,0:1,0:0,0:0,0:0,2:2,0:0,1:0,10:8,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4098
0:0,0:0,0:0,0:0,0:0,2:1,0:3,0:0,0:0,1:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:1,0:0,35:20,Updated : 22 Hours Ago,4098
0:0,4:4,2:0,2:1,4:0,0:2,6:5,11:6,7:3,1:0,7:3,0:0,3:3,2:0,0:0,0:1,0:0,4:1,2:3,0:0,0:0,0:1,0:1,0:0,0:0,0:0,Updated : 7 Hours Ago,4098
5:5,9:13,6:10,2:4,1:2,1:1,17:8,7:9,5:3,1:1,7:5,1:0,1:2,2:1,0:1,0:1,0:0,1:1,3:1,0:0,0:1,1:1,0:1,0:1,1:0,0:0,Updated : 11 Hours Ago,4098
12:10,2:2,1:2,5:5,8:9,7:5,1:5,1:2,5:4,1:0,0:0,7:4,1:2,0:1,0:0,25:19,0:0,1:0,12:7,0:1,0:0,2:3,0:0,1:1,0:1,0:0,Updated : 25 Hours Ago,4098
11:8,5:9,1:0,27:18,6:5,3:7,0:1,21:18,0:0,0:2,0:1,1:1,0:1,0:1,0:0,9:6,0:1,0:1,16:13,0:0,0:0,0:2,0:0,0:0,0:0,0:0,Updated : 28 Hours Ago,4098
0:1,0:0,3:0,0:0,0:0,2:1,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4097
2:1,3:1,1:1,1:1,1:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4097
0:0,4:2,0:0,0:1,4:2,0:0,3:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 31 Hours Ago,4097
0:2,0:2,1:1,0:2,0:0,1:1,2:0,1:1,2:0,1:2,0:0,0:0,0:1,0:1,1:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,1:0,1:0,0:0,0:0,Updated : 115 Hours Ago,4097
0:0,0:0,8:6,0:0,0:0,5:5,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4097
0:1,0:1,0:0,0:0,0:0,14:17,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4097
15:9,0:0,0:3,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,4:3,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 7 Hours Ago,4097
0:0,4:6,0:0,3:2,0:0,0:0,4:5,2:5,0:0,0:0,3:4,0:0,1:2,0:0,0:0,0:0,1:0,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 32 Hours Ago,4097
0:0,0:0,2:0,2:3,4:1,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,0:0,0:0,17:11,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4097
0:0,0:0,0:0,0:0,0:0,33:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 23 Hours Ago,4097
1:2,0:0,0:1,5:3,0:0,2:1,1:0,44:40,9:8,2:0,0:1,0:0,0:0,1:0,0:0,0:1,0:0,0:1,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 3 Hours Ago,4097
27:25,0:0,4:2,8:11,5:4,4:4,1:2,1:1,1:2,0:3,0:0,0:2,0:0,0:1,0:0,2:1,0:0,1:1,8:7,0:0,0:0,0:1,0:0,0:0,0:1,0:0,Updated : 16 Hours Ago,4097
1:6,0:0,9:10,0:0,0:0,63:35,0:0,0:0,11:13,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 38 Hours Ago,4097
0:0,2:0,0:1,0:0,0:0,0:0,1:2,0:0,0:0,0:0,1:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 5 Hours Ago,4096
0:1,4:3,0:0,0:0,0:0,0:0,0:1,0:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4096
2:6,0:0,0:0,1:1,0:0,0:0,0:0,1:2,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4096
0:0,0:0,1:0,0:1,0:0,1:2,0:0,6:5,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4096
3:1,0:0,0:0,0:0,1:0,0:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,8:5,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4096
0:0,0:0,0:1,0:0,0:0,18:6,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4096
0:1,0:1,0:0,0:0,1:0,0:1,0:0,14:13,2:0,0:1,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:2,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4096
3:4,0:0,12:6,1:1,0:2,20:23,0:0,0:1,5:2,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:1,1:2,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4096
0:0,1:2,0:1,0:0,0:0,0:0,25:24,0:0,0:0,0:0,25:17,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4096
1:2,0:0,3:2,3:2,0:0,49:30,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:3,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4096
2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,55:62,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,15:16,0:0,0:0,0:0,0:0,Updated : 22 Hours Ago,4096
0:0,0:0,2:2,0:1,0:1,0:0,0:0,0:0,0:2,1:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:1,0:0,1:0,1:0,0:0,0:0,0:0,0:0,Updated : 20 Hours Ago,4095
1:1,2:0,0:0,0:0,0:0,0:0,0:2,0:2,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4095
0:0,0:0,0:0,0:0,0:0,14:7,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4095
4:0,0:0,3:0,2:1,0:0,5:6,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 16 Hours Ago,4095
0:0,0:0,0:0,0:0,0:0,25:22,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 46 Hours Ago,4095
15:10,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:5,0:0,0:0,5:6,0:0,0:0,1:4,0:0,0:0,0:0,0:0,Updated : 21 Hours Ago,4095
5:3,4:1,1:0,1:1,0:0,5:4,1:0,0:0,0:0,0:0,0:0,0:0,4:1,0:0,0:0,0:2,0:1,0:0,8:6,0:0,0:1,0:0,0:0,0:0,0:0,0:1,Updated : 15 Hours Ago,4095
0:0,0:0,0:0,2:5,0:0,0:0,1:4,24:16,0:0,0:1,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,Updated : 74 Hours Ago,4095
0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,25:24,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,15:15,0:0,0:0,0:0,Updated : 42 Hours Ago,4095
1:0,0:1,4:5,3:7,2:1,1:0,0:1,0:1,2:2,1:1,0:0,0:2,2:2,0:0,0:0,5:2,0:0,0:0,19:11,0:0,0:0,5:3,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4095
1:1,0:0,0:0,0:0,0:0,39:41,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4095
13:11,4:2,4:7,5:7,4:0,4:4,3:2,6:4,0:3,0:1,0:1,0:1,3:1,0:0,0:0,1:0,0:0,0:0,7:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4095
0:1,11:1,1:0,1:1,1:1,0:0,13:10,10:4,3:2,4:1,5:4,0:0,3:1,0:2,2:0,0:0,2:1,2:1,0:0,0:0,0:1,0:0,7:6,2:1,3:1,1:1,Updated : 13 Hours Ago,4095
0:0,0:0,1:1,0:0,0:0,68:50,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4095
0:0,0:0,1:1,0:0,0:0,68:50,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 9 Hours Ago,4095
1:2,16:10,4:2,3:7,5:3,3:4,11:7,1:2,3:2,1:1,1:5,2:1,7:4,0:0,1:0,2:3,0:2,0:1,1:0,0:1,0:0,0:0,0:1,1:1,1:1,0:0,Updated : 58 Hours Ago,4095
0:0,0:0,0:0,0:0,2:2,1:0,0:0,0:0,1:0,61:34,0:0,0:0,0:0,0:0,0:1,0:1,0:0,7:12,0:0,0:0,0:0,1:1,2:6,0:1,0:0,1:1,Updated : 44 Hours Ago,4095
10:20,0:0,7:5,1:0,1:0,52:45,0:0,0:0,2:8,0:0,0:0,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:2,0:0,0:1,2:7,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4095
3:4,2:3,10:16,3:3,3:4,9:8,12:11,23:13,4:4,6:3,10:2,0:2,3:2,0:0,0:0,3:4,1:1,1:1,4:7,0:0,1:0,2:7,2:1,1:1,0:0,0:0,Updated : 20 Hours Ago,4095
5:13,5:15,3:3,1:6,1:2,3:8,2:10,3:5,0:2,188:120,3:5,0:1,0:1,0:1,1:0,2:4,0:1,4:3,1:2,0:0,0:0,1:5,1:1,0:2,1:2,0:0,Updated : 12 Hours Ago,4095
0:1,0:0,1:0,0:1,0:0,0:0,0:0,0:1,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 69 Hours Ago,4094
0:1,5:1,0:0,0:0,0:0,0:0,0:0,0:1,1:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4094
1:0,0:0,3:1,0:0,1:0,4:5,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,Updated : 113 Hours Ago,4094
0:0,6:13,1:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4094
0:0,0:0,0:1,0:0,0:0,12:16,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,Updated : 27 Hours Ago,4094
0:0,0:1,11:10,0:0,0:0,10:0,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 40 Hours Ago,4094
0:0,1:2,0:1,0:1,4:2,0:1,0:0,5:9,1:2,0:0,0:0,0:0,3:3,0:0,1:0,1:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4094
3:1,2:1,3:4,3:1,0:0,1:2,0:1,7:1,1:1,0:1,1:1,0:0,0:0,0:0,0:0,1:0,0:0,2:0,2:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4094
0:1,1:1,6:1,5:1,2:0,0:0,1:2,1:0,1:0,2:0,1:2,2:1,1:1,0:0,0:0,1:0,0:0,5:1,1:1,0:0,0:1,0:0,4:1,0:1,1:0,1:1,Updated : 43 Hours Ago,4094
0:1,3:3,4:2,1:1,0:1,2:2,0:3,8:8,3:1,3:4,1:1,0:0,0:1,0:0,0:1,0:1,0:1,1:1,0:1,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 135 Hours Ago,4094
4:9,0:0,12:9,1:3,1:1,0:3,0:0,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,3:7,0:0,0:0,6:3,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4094
0:0,0:1,0:0,3:1,3:1,9:7,0:1,1:1,19:19,0:0,0:0,2:0,0:0,0:0,0:0,6:3,0:0,0:0,5:3,0:0,0:0,0:0,0:2,0:0,0:0,1:0,Updated : 25 Hours Ago,4094
3:0,18:22,8:6,6:4,6:2,2:3,2:2,1:0,0:2,0:0,1:3,3:1,13:10,0:0,0:0,0:0,0:0,2:0,1:5,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 16 Hours Ago,4094
17:10,1:0,5:2,6:6,1:1,2:3,2:2,0:3,3:6,1:2,1:2,1:2,1:0,0:0,0:0,2:4,0:0,1:2,23:23,0:0,1:1,2:1,0:1,0:1,0:0,0:0,Updated : 45 Hours Ago,4094
2:3,2:2,1:2,4:5,3:3,0:2,2:2,23:12,0:0,10:4,3:6,4:1,9:7,2:5,0:0,1:2,3:2,12:5,3:1,0:0,0:1,1:0,7:8,2:1,5:2,0:1,Updated : 24 Hours Ago,4094
0:1,3:2,1:0,3:1,1:0,2:0,4:3,2:0,0:0,1:2,28:11,0:0,1:0,4:7,4:5,0:0,1:0,1:0,0:0,4:7,3:7,0:0,7:7,1:0,1:0,24:37,Updated : 19 Hours Ago,4094
0:5,2:4,3:3,31:27,1:0,3:3,37:37,2:5,7:7,5:2,4:5,0:2,6:5,0:0,1:1,2:4,1:2,1:1,1:0,0:1,1:0,1:1,2:2,0:1,1:1,0:0,Updated : 28 Hours Ago,4094
181:117,0:3,1:4,3:3,1:2,7:8,2:3,0:2,0:2,4:1,0:1,2:4,0:0,0:0,0:1,3:7,0:1,0:2,6:5,0:0,0:0,2:0,0:1,0:1,0:0,0:0,Updated : 3 Hours Ago,4094
6:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4093
0:0,0:0,0:0,0:0,0:0,0:0,3:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,5:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4093
0:0,0:0,0:0,0:0,0:0,0:0,3:1,0:0,0:0,0:0,3:4,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 17 Hours Ago,4093
3:2,0:0,0:1,1:1,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 14 Hours Ago,4093
1:3,0:0,0:1,2:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,1:0,0:0,0:0,0:0,2:1,0:0,0:0,1:2,0:0,0:0,0:2,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4093
3:6,1:1,0:0,0:1,0:0,0:0,0:0,0:2,1:0,0:0,0:0,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4093
0:0,0:0,0:0,0:0,0:0,9:12,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 15 Hours Ago,4093
0:1,2:1,0:0,1:1,0:0,0:2,8:2,0:0,0:0,0:0,2:1,0:0,2:1,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 182 Hours Ago,4093
0:1,1:0,0:0,1:0,1:0,0:0,3:4,0:0,1:1,3:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,8:6,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 91 Hours Ago,4093
5:7,0:0,3:0,5:3,0:1,2:1,0:0,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,3:2,0:0,0:0,2:1,0:0,0:0,0:2,0:0,0:0,0:0,0:0,Updated : 115 Hours Ago,4093
10:5,0:1,5:3,1:2,3:1,3:4,2:0,0:3,0:1,1:0,0:0,1:1,0:0,0:0,0:0,0:1,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 44 Hours Ago,4093
0:0,5:6,2:0,1:1,0:1,0:0,6:5,3:1,1:0,3:2,6:4,1:0,2:1,0:1,0:0,0:0,0:0,2:2,2:0,0:0,2:2,0:0,0:3,0:0,1:0,0:0,Updated : 16 Hours Ago,4093
4:5,0:1,7:6,1:1,2:1,4:3,0:1,0:1,1:0,0:0,0:0,2:2,0:0,0:0,0:0,1:1,0:0,0:0,7:14,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 39 Hours Ago,4093
3:1,1:3,8:7,3:3,3:5,2:5,1:4,3:6,2:1,0:0,1:0,1:1,0:1,0:0,0:0,4:2,0:0,0:0,3:1,0:0,0:0,1:1,0:1,0:0,0:0,0:0,Updated : 123 Hours Ago,4093
7:5,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,1:3,0:0,0:0,0:0,0:2,0:0,0:1,0:0,0:0,0:0,33:29,0:1,0:1,0:0,Updated : 14 Hours Ago,4093
3:2,1:1,16:12,11:5,1:1,8:4,2:5,7:10,3:5,1:1,0:1,1:0,0:0,0:0,0:0,1:1,0:0,0:1,1:4,0:0,0:0,0:0,0:0,0:0,0:1,0:2,Updated : 107 Hours Ago,4093
0:0,12:1,1:0,0:0,0:0,0:1,10:12,14:13,0:0,1:0,16:12,0:0,5:10,1:3,0:0,0:0,1:0,2:3,0:0,0:0,0:0,0:0,2:1,1:0,0:0,0:0,Updated : 11 Hours Ago,4093
8:6,10:8,12:6,3:4,1:0,0:1,13:16,4:3,5:4,0:0,2:7,1:1,2:1,0:0,0:0,1:1,0:0,2:0,1:1,0:0,0:0,1:1,0:0,0:0,0:0,0:0,Updated : 18 Hours Ago,4093
0:1,0:0,0:1,0:0,0:0,65:47,0:0,0:0,2:1,0:2,0:0,0:1,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:1,0:0,0:0,0:3,0:0,0:0,Updated : 21 Hours Ago,4093
0:0,0:0,27:17,0:0,0:0,26:46,0:0,0:0,2:5,0:0,0:0,0:0,3:1,0:0,0:0,0:0,0:0,4:2,0:1,0:0,0:0,4:10,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4093
9:10,37:49,2:3,1:0,18:13,1:2,4:5,0:3,1:1,2:0,1:0,0:1,9:10,0:0,0:1,1:0,0:0,5:4,3:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 68 Hours Ago,4093
2:3,27:20,0:3,5:4,0:1,0:0,38:40,0:0,0:5,4:4,41:27,3:0,5:3,0:0,0:0,0:0,0:0,0:1,1:2,0:0,0:0,0:1,0:2,0:0,0:0,0:0,Updated : 5 Hours Ago,4093
0:0,0:0,4:2,0:0,0:0,0:0,0:0,0:0,4:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4092
0:1,0:0,0:1,0:0,1:0,2:1,1:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 6 Hours Ago,4092
0:2,0:0,0:1,0:0,0:1,0:0,0:0,2:3,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,1:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 40 Hours Ago,4092
0:1,1:0,0:1,0:0,0:1,0:1,1:0,1:1,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:2,0:0,0:0,0:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 13 Hours Ago,4092
0:1,0:0,2:0,0:0,0:0,0:0,0:0,0:0,0:0,6:2,0:0,1:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:1,0:0,0:0,Updated : 13 Hours Ago,4092
0:0,1:0,0:1,1:0,1:1,0:0,2:2,0:0,1:0,1:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:0,0:0,0:0,1:1,1:2,0:0,0:0,1:0,Updated : 344 Hours Ago,4092
2:2,4:1,1:1,1:0,2:1,0:0,0:0,1:2,1:1,0:0,1:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,1:0,0:0,0:0,Updated : 16 Hours Ago,4092
3:3,0:0,3:2,3:3,1:0,4:6,0:0,2:1,1:1,0:0,0:0,0:1,1:0,0:0,0:0,1:1,0:1,0:0,2:2,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 97 Hours Ago,4092
5:2,1:0,1:0,17:12,1:0,0:1,2:0,20:12,3:1,4:6,0:0,0:1,0:0,0:0,0:0,1:0,0:0,0:0,5:2,0:0,0:0,0:0,0:2,0:0,0:0,0:0,Updated : 4 Hours Ago,4092
5:1,6:12,0:0,3:9,6:2,0:0,1:2,27:8,0:1,0:0,0:0,0:1,0:4,0:0,1:3,0:1,0:0,0:2,6:3,0:0,0:0,0:0,0:1,0:0,0:0,0:0,Updated : 13 Hours Ago,4092
0:0,0:0,0:0,0:0,0:0,0:0,4:3,0:0,0:0,3:2,30:35,0:0,0:0,0:0,0:0,0:0,1:1,0:0,0:0,0:0,0:0,0:0,7:13,3:2,0:1,1:1,Updated : 13 Hours Ago,4092
0:0,0:0,2:2,16:8,5:7,0:1,1:0,9:2,4:12,2:1,0:0,2:1,4:5,0:0,0:0,7:7,0:0,0:0,7:5,0:0,0:0,0:1,1:1,1:0,0:0,0:0,Updated : 22 Hours Ago,4092
1:0,0:0,1:0,3:3,1:0,3:3,0:0,0:0,0:0,4:6,1:0,6:5,0:0,1:0,1:0,1:0,8:9,0:0,41:31,0:0,0:0,1:0,1:2,0:1,1:1,0:2,Updated : 15 Hours Ago,4092
3:1,1:3,8:7,3:3,3:5,2:5,1:4,3:6,2:1,0:0,1:0,1:1,0:1,0:0,0:0,4:2,0:0,0:0,3:1,0:0,0:0,1:1,0:1,0:0,0:0,0:0,Updated : 123 Hours Ago,4093
0:1,15:18,2:5,0:0,3:2,3:3,5:4,37:24,2:2,14:8,4:5,1:2,3:1,0:0,0:1,0:0,0:0,4:6,0:1,0:0,0:1,4:4,4:5,1:0,1:0,0:1,Updated : 15 Hours Ago,4092
7:9,20:24,7:5,15:15,5:9,0:1,32:44,31:27,7:6,2:1,18:21,1:1,5:6,0:0,0:0,0:0,0:1,2:1,5:5,0:0,0:0,1:0,0:2,0:0,0:1,0:0,Updated : 13 Hours Ago,4092
2:3,0:0,0:0,0:1,0:1,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,0:0,2:0,0:0,0:0,0:1,0:0,0:0,0:0,0:0,0:0,0:0,0:0,Updated : 16 Hours Ago,4091
